text,rating
"I love this product!  If you have problems with your gums receding (like I did) because of agressive brushing with a regular toothbrush, you should get this toothbrush. It's fantastic!  I will never go back to a regular toothbrush again.",positive
Awesome! Love it!,positive
Me encantó.,positive
"This product wasn't of much use in my skin care. I was hoping that it worked as a moisturizer between toner and makeup, but found that it didn't absorb well and left a sticky residue. Definitely not worth the money.",negative
Doesn’t work as shown.,negative
Excellent purchase.,positive
"I've been using this moisturizer almost elusively since my dermatologist recommended it about 4-5 years ago. I'm one of those unlucky people with skin that is both dry and oily at the same time. Every other moisturizer I've tried on my face has either worn off after a few hours leaving my skin dry and flaky again, caused irritation, or left an unpleasant film behind. The only downside is that it smells a little funny (which fades after a minute or two), and the expense - but I find one bottle last me a few months so once you get past the &quot;sticker shock&quot;, it's worth it.",positive
On the picture it looks like milky half transparent polish. In fact it is completely transparent with a tint of rose. Two layers without the white tips make nails look like colored after dealing with a huge amount of strawberries with your nails. The quality itself is perfect so I use it for my toe nails only.,negative
This was a waste of money.  It does not help with tangled hair. It is the equivalent of brushing your hair with a Barbie doll brush.,negative
I absolutely LOVE this color. I only had to lighten my hair once for my undergrowth and it came out beautiful. It also stays really well to. I only have to re dye once a month or so. And that's with washing it everyday/every other day. I have been referring my friends to this brand left and right ❤,positive
"Purchased this on a recommendation. I love the concept of this but there are two issues. First, the product is very thick and hard to squeeze out of the tube...my tube burst open at the top from the pressure of squeezing. Second, the product stays somewhat heavy and sticky on the skin. I can feel it on my skin 12 hours later. Not sure if I'd recommend.",neutral
I finally gave in and bought the more affordable item and it actually works.,positive
Love this cream. It goes on so smoothly and makes your face feel hydrated and smooth. Will buy again.,positive
She loves her Jojo bows,positive
"I use the comb every day, and the brush every other day. I shouldn't have waited so long to get this.<br /><br />The brush is significantly softer than other brushes I own, but stiff enough to get through a thick beard. The comb has been extremely durable and has traveled several thousand miles with me.",positive
"There's different style of art but they are still cute in my opinion. My toddler picked one of the dinosaurs from the middle so i needed to use my scissors. I think it was kind of annoying cutting around the dinosaurs since they're too close to each other.<br /><br />The tattoo was easy to put on the skin. You remove the plastic film after cutting it. Then you place it on the DRY skin. You start by damping your fingers ad tapping the paper. once the paper pqrt is wet, the paper can easily slide off and leaving the tattoo be wherever you wanted it.",positive
"Coffee stained teeth of a firefighter, military guy and first day use already saw differences.  I had folks noticing on zoom!  I  am quite impressed on the product!!! Huge difference!  I have sensitive teeth from years of brushing too hard, teeth grinding and had zero issues.  I've used crest whitening and my teeth hurt after the first use.",positive
Disnt like the color not same as picture,neutral
works real good.,positive
Best razor I've ever used.,positive
"Good stuff. Nice amount too. Use at night, patting around dark circles under eyes for some noticeable relief. By the way, the ceremide is NOT even among the first several ingredients, so the title here is misleading...",positive
It’s weird globby stuff. Seems like not very much in bottle. Kinda burns skin around nail. I threw it out and cut my losses.  Just a mess. Yuck.,negative
"Love they have different lengths for eyebrows. Make sure to close the glue back properly, other than that the fiber hairs stay on and you can’t see the glue at all. It looks very natural on your eyebrows and easy to brush after they dry, which only takes a minute or two. Very impressed",positive
So incredibly helpful! This is a must have tool for lash extension pros!,positive
"I've been used this specific shampoo only a couple of times as it was offered by vendor as a 'for review' item but we've been into Argan Oil shampoos for the past half year or so and we are very happy with the results. In fact our teenage daughter insists that whatever shampoo we purchase it contains the Argan Oil.<br /><br />This shampoo provided a thorough, gentle cleaning of my hair and scalp and there is not discomfort or itchy feeling whatsoever after use which is a good thing. Our daughter likes it too but she observed that 'it smells funny'. I do agree that there is a strong, not necessarily unpleasant, smell for a brief few seconds while you are applying the shampoo on hair.<br /><br />Additional facts worth sharing:<br /><br />- It comes in a tube and a tube this size should probably last 2-3 months if used by a couple of people so, while the price is higher than what you'll typically see at a supermarket, it's not THAT high when spread over several months and it's worth the extra few dollars.<br />- While it's not stated anywhere, it seems to act as a conditioner. I would not use use a conditioner after this shampoo myself.<br />- For what is worth, the ingredients include: Aloe leaf extract, Argan oil, Xanthan gum and dozen of ingredients that are difficult to spell or pronounce but the maker promise that there are no petrochemical derivatives or parabens and that no animal testing was conducted.<br /><br />The odds are I will continue to use this shampoo until I am made aware of a superior product. Until then, I am happy with it.<br />____________________________________________________<br /><br />NOTE: If you are curious about Argan oil - apparently very good for both hair and skin - Wikipedia has a very good article.",positive
This makeup kit is so cute!! Lots of colors and a super cute case that folds up small enough to carry in your purse,positive
"This is the first product of many I've tried that actually fulfills what it promises to help strengthen nails. It's definitely not the least expensive solution, but far outperforms everything else that has been recommended to me--and there have been many. After many years of 2x a month nail appointments, I stopped getting them done at the beginning of the pandemic. As they grew out, they were thin and weak and tore practically just by looking at them. Using the Vutier serum as directed, after a few weeks, the improvement is impressive. It comes in a mascara-like tube and is easy to brush on neatly and without waste. I would recommend this product to anyone trying to get or keep their nails strong and healthy.",positive
Dont be fooled by the great reviews on here. This wig was awful small and not even slightly the color in the picture. I bought this for a quick amy pond cosplay and regretted it. I can't even resell it. The size was to small and color way off. I would try to get my money back but it's not worth the time. Just don't buy it if you really care if it looks like the picture.,negative
The Rolls-Royce of callus removers.,positive
"Just as i exoected, it makes brushing my kids hair a really easy and nice experience",positive
Glue doesn’t stick too well but I always just use crazy glue or gorilla glue for all my press ons and it’ll last me a week.,positive
Good size towel. Scent is refreshing but not over-powering.  I used them on a three day mountain biking trip in the Utah desert in July.,positive
"Great buy!! I really love all the colors, so cute for the summer or any season really! I chose to buy this set of five because other products in comparison were just the standard empty bottle and looked pretty boring. I will be traveling soon and needed these refillable hand sanitizer bottles for traveling and being on the go. 5/5",positive
Loved it. 2nd time I bought it. Missing a star because I feel like the scent changed!,positive
"I had dyed my hair black a few months ago and got tired of it so I bought this to lift it a little bit. I thought I would have to do it at least two or three times to really see a difference, but it actually made my box dyed hair quite a bit lighter. This is perfect if you want to lighten your hair a few shades.",positive
Great silk mask. Very comfortable fabric and fit. It’s thickness feels just right. The warmth level is minimal. Bought this to avoid “maskne”.,positive
"Cant do anything with it. No Heat, cant get it wet, cuts look awkward. Dont buy for training purposes.",negative
Quality product works well.,positive
I like the size. They lather up quickly. Love this product. I will order again.,positive
"Great color matches my bleached blonde hair. Thirteen more words are required. I also like the little brush at the end but you know what, I'd be happier if the brush were gone and there were more pencil instead.",positive
This product is too oily I don't really like it for my skin. I will not order again.,negative
So far so good,positive
Great oil.  Dries fast..,positive
"The clasp quality/ design is not very good. Keeps opening & hence the fabric keeps shifting, doesn't remain in place.",neutral
I like it or I wouldn't have ordered 3 tubes!! I use it for denture pain and it works really well.,positive
good for the price,positive
These gloves are great at evenly applying tanning lotion. I love using them because it keeps my hands from turning orange. The glove is soft and the exfoliating glove works great at removing dead skin before application.,positive
"The hair is soft and beautiful, but it tends to unravel and the ends tangle.",neutral
This toothbrush is the best. My hygienist recommended it s the best and she was right! I've been using it for couple of years and I'm still happy. Perfect amount of power and the built in timer helps to keep me brushing for the full two minutes. My kids and wife also like this model. My only complaint is that the replacement heads are expensive.,positive
"So effective for my teen daughter, the benefits can be oeraive very quickly, she use to have light acne with some scars",positive
"Small, they are super dry, and leave behind residue every-time I use them on my baby! The other larger water wipes from Hello Bello are good but these smaller wipe packs aren’t. They are terrible to wipe poop off since they aren’t wet wipes. Can’t wipe anything off with these. Can’t recommend.",negative
I received a sample of the lavender & rose scent and I loved it! It's so hard to find good natural deodorants that don't suck. I'm buying this one since they don't currently have the other scent on Amazon.,positive
I bought this for an international trip:  does not work.  Sadly I missed the return date so it was money wasted.  Seems very cheaply made.,negative
Nice,positive
Did not even last 24 hours. Horrible to apply- not easy to use at all. Does not apply well,negative
I bought this for a gift for my great nieces and they loved it.  I had bought some single eye shadows to put in it and this fit them perfectly.  Its a must have!,positive
"Absolutely love this product. Smells nice, easy to use, no burning or anything like that. I’ve used it 4 times now and had peeling by day 3 each time. Soaking your feet every day definitely helps it along.",positive
this hairspray holds very well and smells great.  I will continue to buy this hairspray vs the normal hairspray available at the stores.,positive
"My hairdresser recommended my husband get and use one of these for his thinning hair to use to stimulate the scalp when washing his hair. He also uses it with a rose water spray daily and within six months we have noticed a huge change in the thickness of his hair. I use mine too when I shampoo although I already have incredibly thick hair, and I too have noticed a difference. It also gives a nice lift at the roots too for any ladies with flat hair ( that is why my hairdresser uses them on herself).<br /><br />Great little pack of two. Almost like a his n' hers. Easy to use due to the grip and easy to pull apart and clean. Had ours a while now and still like new. Really great product and super price considering other places on the internet are selling these exact ones at $40 a piece! Pick up a bargain from Amazon.",positive
The outside of the pillow is very scratchy when it’s wet.,negative
"OMG I love this thing. I have thin, fairly straight, medium length hair.  Please believe I have tried sponge rollers, hot rollers, the head band curls, regular curling irons, curling wands, and straighteners (to curl) and absolutely nothing has ever worked- except for the bed head rock n roller! It takes a little practice, I found it works best if you hold the iron vertically (pointing down) and wrap the hair from the top down. It makes pretty tight girls that I like to then sleep on, or brush out a little to get that perfect wavy look. The glove sounds like a good idea but, it's too rough to wear and touch your hair with it so I don't use it. I use curling cream on my wet hair and then a little styling spray when it's done. I only wish my hair was longer! LOVE THIS.",positive
"I've got a bad back and regularly do Epsom salt soaks in very warm to hot water.  I usually pay about $5 for a bag of Epsom salt that's good for 4-5 baths.  That's about $1 per soak.  The Pursoma Digital Detox Bath Soak did about as much to relax me and relief pain as the Epsom salt and with the Epsom salt I don't have to shower to remove the ""mud"" and rinse out the mud/dirt from the tub after using it.  I suspect more of the relaxation comes from the hot water and length of time a person soaks as it does from any additive put in the water.  With the Epsom salt baths I can also add in a bath bomb for a couple bucks more and enjoy the aroma and moisturizing effects of the bomb.  I'll stick with my routine.",neutral
"The first time I purchased this, I loved it. It felt great, smelled good, and worked nicely to get away from regular deodorant/antiperspirant. I was really pleased with the product - never had a problem with staining, only a very minor reddening of the skin on one armpit during the first week of use and no further skin reactions or anything other than a pleasant experience. You don't have to use much to get good results. One little bottle seemed to last forever!<br /><br />My second purchase didn't go so well. The first thing I noticed was that where the first jar had been perfectly smooth, the new one seemed more gritty or clumpy. I let it warm some and mixed it around to improve consistency, and things seemed OK until I was doing laundry and realized I had ruined two nice shirts with disgusting, oily stains - something that never happened the first time around. This just seems weird to me, because I would assume the second jar with its grittier, dryer composition would be less oily.<br /><br />I reduced the amount I was using even further and made sure it had absorbed more fully before putting on a shirt, and things seemed better for the next week. Then my armpits started breaking out with a painful, blistering rash. Again, something I never experienced with the first jar.<br /><br />I threw the second one away, and won't be purchasing this product again. The first experience was great, but the changed formula--or perhaps it didn't change and it's just inconsistent across batches--was awful. It took a couple of weeks for the rash this caused to go away, which was painful, embarrassing and inconvenient.",negative
"I love these. I use a couple a day in the summer to clean my face. It freshens up nicely, he smell is nice, and just a great product overall. Guys needs more products like this.",positive
Okay. Brush came off stick first use and color came off handles with acteone first use.,positive
I love this product and I not only use them for my hair but also for other things that need to be secured. They are sturdy and colorful a fun twist on boring regular rubber bands!!!,positive
"This review is for the Aquamarine Supergreen Face Mask. DO NOT BUY THIS ITEM.  Horrible quality, it comes out like rubber cement. You squeeze and squeeze and squeeze and end up with something 1/2 the size of a pea.  Does not spread across the face, applies so that some areas look like nothing at all is on your face, and other areas look 'clumpy'.  And on top of all that, it didn't do ANYTHING to clear out my pores!<br /><br />Attempted to return to Amazon, since it was $10 that I could have spent on a better product. Only to be told that it couldn't be returned, since it's HAZARDOUS!!! and Amazon says it ""contains flammable liquids or gases"".  Hmm. They had no problem shipping it to me after taking my money for a ""flammable"" product, but now want to play 'keep away!' with it.  Anyway, they say contact the manufacturer for their Return Policy. Only, there's no way to contact Body Drench.<br /><br />So, I'm hoping that someone at Body Drench sees this posting and gets in contact with me.  Meanwhile, DO NOT BUY THIS ITEM.  Because I don't think anyone should be applying HAZARDOUS MATERIALS to their face!",negative
I seriously do NOT look good at all with my eyebrows drawn But this is awesome! Looks so natural! Forever customer of this Pen!,positive
Very simple but useful tool loved getting those sharp curves on my beard without getting squiggly ugly lines .,positive
"I really loved this product while it worked. The packaging is beautiful, I think the overall effect feels very luxe. It's liquidy and goes on like a nice toner and my skin was really soft after. I didn't have any trouble getting 3-4 drops out from the small opening, I think it helped control your usage amount. Unfortunately, after a period of usage, I started getting white bumps on my chin area, which I think is the beginning of acne. Not sure what it was, but I will say most products irritate my skin. So almost 3 weeks of straight usage before getting a slight reaction is probably very gentle for most people. If you do have very sensitive skin, look at the ingredients list",neutral
Love them! Easy to use,positive
The large cleaning mat glove is so useful! I always use it when I clean my brushes with baby soap and warm water.,positive
It sheds a lot of hair. It has no hair like the photo. It is bald.,positive
Absolutely darling.  They stay in very well and are well made.,positive
Love this hair.  I used 4 1/2 out of the 6 packs and it’s full and not so heavy.  I haven’t had it in long enough to say how durable it is but after a few days it hasn’t frizzed or anything yet.  It really gives a real loc feel.,positive
I have used several rub-on pain removers. 2  Old Goats is the best.,positive
Great product!,positive
"After applying it, it will leave some streaky marks and can look patchy. that will fade and it will make you a bit darker it does work but you have to put A LOT on. at first i was confused why it was streaky and i wasnt noticing a big difference. more than half the bottle is gone and i wish i was darker still. i would say it made me about 1-2 shades tanner.",neutral
"I was super excited to use this curler since my eyelashes are straight. I couldn't get them to curl right, they all went in different directions. I tried a few more times, but the last straw was when the curler cut off a section of my lashes! I couldn't believe it! Needless to say I am not using this anymore.",negative
"Awesome!  My girls finally stand still for sunscreen!!! No issues with &#34;glitter everywhere&#34;--after about an hour in the pool or lake all traces of glitter are gone, washes out of clothes, and off hands with a little soap and water.  Glitter is super fine and ingredients did not irritate my daughter's sensitive skin.  So happy we found a &#34;cool&#34; natural ingredient sunscreen!!!!!!!",positive
This has made my daily bathing routine much easier as my range of motion has become quite limited due to arthritis.,positive
"Fun face painting kit. Easy to use with brushes provided. Not many intructions included, so we used online tutorials to get a variety and an idea of how to get the best results.",positive
This is no way a large shower cap . I don't have a big head and it was even too tight. total waste of money,negative
Helps heal scratches and other minor boo-boos super fast!!,positive
"This is one of the best products I've ever tried. I can wear it all day, then got to the gym, shower, sleep and it will still be on the next morning. Love it",positive
I loved using this shampoo and I would buy it again . My hair was smooth . It arrived on time and in great condition .,positive
I tryed it but I guess I leave the cleaning to the professionals.<br />It works fine.,positive
This brush will change your life. I have long thick coarse wavy hair. I get tangles very easily and when it's humid I can't even get a regular brush through my hair at all. The Crave Glide Thru brush works perfectly. Gets out small tangles easily and makes larger messes manageable. When I have a tangled mess I section my hair and work on each part separately. This brush makes it possible and I can get totally detangled in about five minutes. Wow.,positive
I LOVE the smell of Fragrance 01.  The only downside is that the bottle is really small so I go through it in about a month and a half.  Its a little too expensive for something very small.,positive
"Love Orly polish — nice finish, fast drying, and this is an awesome neutral color.",positive
Great product and shipping!,positive
"When I ordered I didn't realize that these were acrylic, and there for cannot be used in acetone. There's a nice variety of shapes, but some of them are just a little too soft. It is very difficult to properly clean with just thinner, and no acetone. The dotters really made this worth the price. Not too big of a fan of the case- seems bulky",positive
love it,positive
Works great and a lot less tears!,positive
These bows are just adorable for the holiday season. They jazz up any outfit for a festive spark and my girls love wearing them. The dainty little bell is also a sweet touch for the holiday season.,positive
Ordered black and got black and red.,neutral
This unit is BEAUTIFUL very silky and light weight no shedding at all. Its not a lace front but does have a little bit of lace where the middle part is (see pictures) it has two combs on the sides and one in the back. The wig is super comfortable and big head friendly. The blunt cut is sooooooo fire babez all u need to do is flat iron it to curl the ends under to make it look styled. Make sure to put concealer on the middle part lace to match your skin and pluck the part if u know how to. I will buy again.,positive
"Smells really good. Really liked the balm. The spray on the other hand, leaked all over the box and me 🙄",neutral
I saw continuous and thought yay this is what I’ve been looking for. And yeah it’s not continuous. Which really is the only reason I wanted it. It’s small and doesn’t hold much water. The spray portion is bigger than the water reservoir. Maybe it’s good for plants but not for anything else.,negative
"Maybe I have not used it enough (5-6 times) but it seems to just make my teeth look more yellow.  I’d use it more but it’s so messy and the powder, if spilled is hard to clean up",neutral
I really like this product.,positive
Absolutely love it. I bought the Nars concealer and then tried this and I wish would have saved my money and NOT buy Nars. My entire family now uses it excluding my dad hah,positive
All good,positive
Even on level 1 the suction is pretty strong and if you leave it on an area too long it will bruise for a day or two. It works best with pimples or subasious filiments that are already to pop. The stuff deep down won't really come up,positive
It is a good thing that I got this item at a significantly discounted price because not only were they small bottles but also none of the products really worked to moisturize my hair.,negative
Can't find out much about this but thought I would try it out... its kind of drying and I'm not noticing any improvements in complexion,negative
"While the powder itself is good, the whole thing cracked and crumbled. Because of this, only had the powder for two weeks!",negative
Very soft. Wish to have more colors in one package (only 2 for 4 brushes),positive
"okay, so:<br /><br />pros:<br /><br />-hair is beautiful, silky, and strong<br />-the tapes are awesome. was doubtful because usually the tapes that come with cheaper sets are bad. these work just fine<br />-comes with extra tape<br />-is not stick straight, blends super well. havent washed them but I know when I do it'll still look perfect<br />-AMAZING price for the quality. Ive bought worse hair for $150-$200<br />-EDIT: on my second install!! put them in mid-june, just took them out in AUGUST. lasted that long! Super impressed. they are holding up strong this time too.<br /><br />cons:<br /><br />-extensions are thinner and shorter than i think they should be. this didnt really bother me much but that might matter for some people if you have thick hair<br />-along those same lines, bought three packages but really needed four for a fuller look. at $80-90 for three whole packs though, Im still not mad.<br />-didnt offer shade 1. my hair is not really a 1b, its a little darker. however the difference is so small that I dont really care but like I said before this may matter to someone<br /><br />overall these are an awesome value and I will definitely buy again!",positive
This hair colored very well. It does shed in my hand when I wet it by not hella much. Decent hair not the best quality but good for a quick fix. I made a lace wig with mine and colored it aquamarine...Ill def purchase again. My wig lasted for 1month before i needed to cut the ends because of tangleing.,positive
Best thing we have ever tried for my daughters hair. With this there is less tears when coming hair<br /><br />Highly recommend,positive
So simple and easy to use,positive
"I actually bought this to scrub my leg down before surgery. I wanted to hydrate and slough off whatever dead skin I had. This was pure coffee, ground fine.  I’m a coffee snob. Yes, I know my coffee. I could have finely ground some of my espresso beans from the kitchen and got the same results. I won’t buy it again. Live and learn. Company made money. Another person here made similar comments. It has no oil. Made a mess in the tub. Even my coffee-connoisseur husband was laughing. You will have to add coconut oil and whatever oil you prefer to hydrate and create more of a scrub.",neutral
"This bottle was small than I realized, it is travel size.<br />Good for your purse. 4oz size to big to carry on the plane though.",positive
"I am a 39 year old woman with cystic acne, I have tried many, many products and this was another disappointment. I heard rave reviews so decided to give it a try. I know everyone is different so it may work for others. Good luck.",negative
"I usually don’t wear fake lashes, but I love the ease of using these and applying them compared to “gluing” old versions. I DO love the look when I wear them.",positive
I love the smell and that it doesn't feel chemical- will definitely re purchase,positive
Get for resetting your hair,positive
"I almost sent these back because they are quite wet when applied. Then, I decided to use a very small amount and blended well until absorbed. Saturation was still great so I'm sold!",positive
"Listen, I was not expecting much for the price at all but hunnaaayyyy!!!! This ponytail is everything!!! It looks real. Its soft. It is just beautiful. I've worn it everyday for a month so far and it's still holding. I will definitely be getting another one once this one is shot. Im in complete love! And I get so many compliments! Not to mention I got a nice necklace and earrings for free!",positive
"Just like the high priced model, this one can use there brushing heads and charger, great value for the money",positive
Great value but way too small,negative
Daughter loves it.,positive
Half bottles with product all over bottle and inside packaging. Pump on shampoo won't work.,negative
Its so pretty & I love it!,positive
I bought this because I wanted to use hemp oil soap. Hemp oil is like the fourth ingredient. You fail to mention that the main ingredient is soybean oil in the product description its all hemp hemp hemp. I thought I was buying pure hemp soap not soybean oil with a touch of hemp...,neutral
I bought two of them up so when I travel I don’t have to bring a big beard brush.  But after a week of use  The bristles came out in the same spot on both of them,negative
These tips are awesome!!! They are very sturdy! Takes a great amount of pressure to even bend them and they won’t break! Will definitely buy more!!,positive
"I loved these crochet box braids. I only kept them in for a week, but that’s because they were really heavy. I just need a different braid pattern and to use less hair lol. They’re great though.<br />Pros<br />1. True to length<br />2. Low maintenance<br />3. No smell<br />4. Last well/wear well<br />5. No itchiness<br />Cons<br />1. Heavy",positive
Love this product....such a soft clean feeling when used...still waiting for my free samples of products!,positive
"Funny how everyone is different. I love these holders! I have medium-thick, long hair that's curly at the ends (ringlets). These holders hold it perfectly (e.g., through two hours of tennis). They are soft and easy to put on, don't pull the hair at all, and are fairly easy to get out (the curls complicate matters).<br /><br />Out of the ten pack, one holder seemed defective--some of the elastic in it was broken--but it still works, and I wear it often. Assume it won't last as long as the others, but for only a little over $1.00, it's still worth the price.<br /><br />I have L. Erickson holders, too, and like them (think they may be slightly higher quality), but they don't have the colors I wanted.<br /><br />What I REALLY wish you could do is choose the colors! Don't want or need the turquoise or orange, but would like extra black and pink. HBY, are you listening?",positive
This Nanomister  is a wonderful final step in my makeup routine that makes my makeup stay in place longer while adding needed hydration to my face.  It comes with a little pointed plastic bottle to assist with easier refills.  It is cute and fits nicely in my makeup organizer.,positive
"Product description:<br />Full Head Brazilian Virgin Hair 3 Bundles. Each bundle is 100grm (+/-5g) = 3.5oz<br />Grade 5A Brazilian virgin Human hair,100% Unprocessed human hair.<br />Brazilian Unprocessed Hair, Best Quality, No Tangle No Shedding, Soft & Wavy.<br />Body Wave Hair<br /><br />What you will receive:<br />Unprocessed Brazilian Hair in 3 bundles<br /><br />My thoughts:<br />Darlingbaby hair is more than I expected. The package of the hair is enough for a full head. The hair comes in 3 bundles. Each bundle is 3.5oz. This hair is 5A grade Brazilian Virgin Human Hair. The hair is soft and wavy, tangle free.<br />This hair can be straighten , bleached or curled.<br />I order a length much longer than  I normally wear but was able to cut to the length I like without losing the body waves.<br /><br />I received this product at a discount for a review.  This is my opinion of the product.",positive
This serum made my skin so smooth and soft. I noticed s difference after one use.  I've paid three times the price for other products that don't show as good if results as this stuff. I'll definitely be buying again.,positive
This seller sent me a product that expired in November of 2019. I didn't order until April of 2020. The product was dry and unusable. I have not been able to apply for a refund. Very disappointed.,negative
Doesn’t pull much hair out but I think it will over time,neutral
Serves it’s purpose but if the person wearing it moves it’ll tip and hair falls out. Doesn’t sit as deep as in photo to really keep hair from falling out. Might as well have just cut the hair letting it fall to the floor and vacuum it up as that’s what I had to do in the end anyhow.,neutral
Great value for your $! Scent takes you by surprise but blends well with most of my perfumes. Low suds shampoo but does clean all product from styling your beautiful mane.,positive
"A MUST HAVE.<br />If you have delicate fair and Oil skin, this shield is what you need! It's probably The only one I've tried so far that makes my skin breath! (I always buy renowned brands, and have not find any other that had felt so light on my skin - not from Clinique, not from Eester Lauder, not from Shiseido, not from Origins, to name some that got into my search).<br />I'm highly sensitive to ANYTHING I put in my skin... Texture matters, letting my skin breath matters, protecting and treating my skin is a top priority, and also the fragrance of products matter.<br /><br />This amazing Immortelle brightening shield was such a great find that now I'm in trouble trying to find a replacement as L'Occitane seems to have discontinued it... What a shame!<br /><br />In general, L'Occitane products are wonderful also because they use essential oils in their formulation, which gives it just the right kick one wants for a natural treatment with incredible smell!",positive
"I love using this at night and in the morning I mix a tiny bit with my foundation, goes on much smoother.  It's great during the middle of the day for a freshen up too.  Quality stuff.",positive
Helped my knee strain heal.,positive
"The texture was very nice, soft and there was hardly any smell at all.<br /><br />I probably would have given it a 5 but the wig cap was way too big even after adding an elastic strap it needs to be taken in on both sides by machine.",positive
"got this for my daughter for her birthday and I haven't given it to her yet, but it looks good to me. I feel sure she will like it.",positive
This is exactly what I was looking for!  It is a comfortable brush that I use for blush.  I like it because I can throw it in my makeup bag and keep it cleaner by having the lid on it.,positive
"Don't bother. Looking (way) back, now I know why my father had a stubble by the end of the day. Thought I'd try this but forget about a close shave. Don't care for the disposable razors with the lubristrips...but they do work. This doesn't.",negative
Good stuff,positive
"Exactly the green color I was looking for!  Applies easily and lasts pretty well, would definitely recommend",positive
My mom was very happy with this present & the scent is hard to find. Will remember this brand for future gift purchases!,positive
I have beach wavy hair that can't get enough conditioner and this product leaves my hair super soft. Highly recommend for anyone that has curly hair.,positive
"[[VIDEOID:f87eea60e8bc4cbd7a8e1b8d53382a0f]] I bought this shaving kit as a gift for my 20 year old son.  This would be his first shaving kit.  When I saw the picture for the listing, I was really impressed.<br /><br />The package arrived, and I was excited.  The box is nice, I open it, and basically there is a stand, the shaver, the shave soap bowl, and the brush... I think some sort of cloth as well.<br /><br />I'm giving this product 4 stars because it feels like there is something missing, directions.  Maybe there aren't supposed to be any, I don't know, but we kind of looked at each like, now what lol.<br /><br />It's a nice kit, the only thing I'd suggest is if they added a few razors, a sample of shave soap, and a little instructional pamphelt, so you people can give it a try as soon as they get it.<br /><br />I purchased this kit at a discounted  price for my 100% honest and unbiased review.",positive
Pre looped loop was too small,neutral
Arrived via USPS and sat in my hot mailbox for half a day. Was very warm despite product’s instruction to keep in dry cool place. This is unacceptable. Anyone shipping in the summer should know better,negative
Awesome 😊,positive
"Muy bueno para desenredar el pelo de mi mascota, efectivo y no maltrata.",positive
Great brushes for the money.,positive
i would have loved it if the gems came on the headbands like the picture.....or even without them and not the massive pile of glue- and dealing with amazon to get this fixed has been less an easy (which surprises me because they are usually easy),negative
The best eyelash curler I ever had. I read the other reviews about using a hair dryer on it. It is a cool trick to curl your lashes but just be careful because if you get it a little too hot the metal will burn you. Maybe use the hair dryer on it for about a half a minute and then shake it and blow on it before you curl your lashes. This  eyelash curler doesn't pull out my lashes like the cheap ones I would buy at CVS. Actually my eyelashes curl back in little curls when I use it but after I'll put on some clear mascara and some lengthening mascara and my comb and they come out long,positive
Product was used in a display at the high school where I teach,positive
This product works so good! U can make your beard looks more darker and the brush helps to shadow it. I'm very happy to bought it!,positive
"I love these, they do the job.",positive
Used it for the first time shortly after I got it. Definitely made it easier  to do my nails. The 2 pack was nice. Able to gift one and keep one for myself,positive
I absolutely love this! I only had and used Acuña Glaze when I was in cosmetology school I loved the application the finish and everything about it I’m a huge huge fan of China Glaze and it’s the only brand I use just because I love how it moves it’s not too thick or too runny it’s just a perfect consistency so I definitely recommend this!! Also instead of ordering it on here you could go to your local beauty supply store like Sally’s Beauty where you can literally go in and pick up and have it right away and if you have a Sally’s Beauty membership card you’d be saving which is always nice akd getting points,positive
It is a great little sock for moderate people size 6-7 anything bigger it is a struggle to get off. Need to make them adjustable for all sizes...,neutral
Excellent quality.,positive
[[VIDEOID:54474058b3a13596376191d2de2043a3]] They are super cute & my customers loved them. I use these for my business ladiibugcreations,positive
"Bought the moisturizing shampoo and conditioner bars. I have long, thick, and curly hair. I have red hair so the texture is medium/course. I look for natural hair wash that makes my hair soft and manageable and these bars did the opposite. My first impression was that the shampoo bar lathered very well and smelled great. The conditioner bar, however, was a waste of money and I realized that very quickly. I couldn’t feel any difference even when applying it in the shower. It was as if no product was going onto my hair.<br />I can handle a poor application experience, but when my hair dried was the biggest issue. It felt loaded down, and tangled very easily. The only time I brush my hair is before washing it, and it always dried tangled and feeling matted. I experienced a lot of fallout from struggling to brush through it.<br />I do not recommend these bars if you have thick/curly/long hair! I really wanted to like these but I will probably toss them.",negative
It is too small for my head.,negative
"Me encanta, tiene un brillo muy natural lucen muy bien. Secado rápido.. lo usaré con un color, a ver que tal queda ..",positive
these are great i cut mine down but i love them,positive
The durability is great.  Not heavy on the eyes.  Adhesive could be a bit more on the strip.  I am definitely purchasing again.,positive
"Nice curl pattern, everyone thought it was my natural",positive
Good for little at home pedicures If you wanna skip the shop lol,positive
Careful. These are a little thicker then the average lashes. Over all great product just not my style.,negative
Like the Variety,positive
I used to use Chapstick Medicated but this is way better.,positive
Its totally not what described. Not helping at all!,negative
It works really good!!!! Within days you see results! I used it for under my eyes and under my arm! It doesn’t irritate skin at all.<br />It comes with a card where you can get a Boyle for free on their website! That is the only thing that doesn’t work!,positive
Love it,positive
"I bought this for a last minute cosplay. It's a bit thin compared to other wigs I have but it will do for what I need it for. I don't plan on doing this costume that much, so I'm not too considered",neutral
Fragrance doesn’t match cologne,neutral
Good as original.,positive
I like these face clothes. Great for mature dry skin. Doesn’t leave my face irritated,positive
